Jim Costanew|2016-01-29|435380
Jim Costanew|2016-01-30|269609
Jim Costanew|2016-01-31|348675
Jim Costanew|2016-02-01|482603
Jim Costanew|2016-02-02|553524
Jim Costanew|2016-02-03|456948
Jim Costanew|2016-02-04|503810
Jim Costanew|2016-02-05|540152
Jim Costanew|2016-02-06|215507
Jim Costanew|2016-02-07|216302
Jim Costanew|2016-02-08|580095
Jim Costanew|2016-02-09|687350
Jim Costanew|2016-02-10|715830
Jim Costanew|2016-02-11|850385
Jim Costanew|2016-02-12|697406
