Jim Costanew|2016-01-29|224540
Jim Costanew|2016-01-30|5355
Jim Costanew|2016-01-31|42262
Jim Costanew|2016-02-01|126126
Jim Costanew|2016-02-02|164712
Jim Costanew|2016-02-03|106422
Jim Costanew|2016-02-04|115902
Jim Costanew|2016-02-05|24566
Jim Costanew|2016-02-06|20125
Jim Costanew|2016-02-07|7845
Jim Costanew|2016-02-08|634457
Jim Costanew|2016-02-09|297823
Jim Costanew|2016-02-10|338072
Jim Costanew|2016-02-11|844107
Jim Costanew|2016-02-12|592207
