Jerry Brownnew|2016-05-24|9985
Jerry Brownnew|2016-05-25|45544
Jerry Brownnew|2016-05-26|104301
Jerry Brownnew|2016-05-27|18871
Jerry Brownnew|2016-05-28|4128
Jerry Brownnew|2016-05-30|772
Jerry Brownnew|2016-05-31|30450
Jerry Brownnew|2016-06-01|70529
Jerry Brownnew|2016-06-02|36703
Jerry Brownnew|2016-06-03|1455319
Jerry Brownnew|2016-06-04|1343
Jerry Brownnew|2016-06-05|40009
Jerry Brownnew|2016-06-06|28418
Jerry Brownnew|2016-06-07|1008360
