Bill Shusternew|2016-04-21|29237
Bill Shusternew|2016-04-22|8270
Bill Shusternew|2016-04-23|7906
Bill Shusternew|2016-04-24|5456
Bill Shusternew|2016-04-25|16089
Bill Shusternew|2016-04-26|27558
Bill Shusternew|2016-04-27|48608
Bill Shusternew|2016-04-28|21959
Bill Shusternew|2016-04-29|25833
Bill Shusternew|2016-04-30|6421
Bill Shusternew|2016-05-01|31824
Bill Shusternew|2016-05-02|15902
Bill Shusternew|2016-05-03|43915
Bill Shusternew|2016-05-04|128032
Bill Shusternew|2016-05-05|90037
