Duncan D. Hunternew|2016-02-17|116432
Duncan D. Hunternew|2016-02-18|1312
Duncan D. Hunternew|2016-02-19|87
Duncan D. Hunternew|2016-02-20|320
Duncan D. Hunternew|2016-02-21|1443
Duncan D. Hunternew|2016-02-22|3572
Duncan D. Hunternew|2016-02-23|1800
Duncan D. Hunternew|2016-02-24|9882
Duncan D. Hunternew|2016-02-25|17320
Duncan D. Hunternew|2016-02-26|21140
Duncan D. Hunternew|2016-02-29|83129
Duncan D. Hunternew|2016-03-01|30107
Duncan D. Hunternew|2016-03-02|6343
